filename,text
176_4_6.txt,получил от адмитрала писмо в котором пишет что
116_18_8.txt,а над ними съ губерниi камисар
58_9_1.txt,риятеля с помошию божиею теснит
329_36_2.txt,перво к послу к долгорукому
122_19_19.txt,в будушую компанию
121_18_22.txt,ги дават салъдатом а въ iныя разходы
457_2_1.txt,которыя уже пълод iмѣли ежели не позябнут
71_26_3.txt,коiм образом
20_1_16.txt,онаго въ нѣжин от
239_39_1.txt,ятел въ полшу пойдет
182_6_2.txt,1 тавърофскую крѣпость от низкого мѣста укрѣпит
323_21_22.txt,не мѣшкайте более там iбо надобно
350_56_19.txt,но понеже сиi пункты по оном
71_29_4.txt,дут
356_1_4.txt,сюды за крѣпъким караулом немедленно
472_3_12.txt,лаго году также привзи с собою
445_9_35.txt,ю которая здѣ
197_1_19.txt,по обеим канцам
274_19_11.txt,но въ ни въ какое дѣйство оного скло
358_12_18.txt,хранит в переводѣ но точию сенс
28_3_10.txt,ку i для того какъ наперет сего так
203_23_9.txt,дабы не рано перед будущую кампаниею
19_2_5.txt,а о разделенi iх надлежит учинит
239_39_8.txt,возможно i во i тако ж
284_3_34.txt,ежели же оной его не
58_7_9.txt,но iнакъ нельзя разве на удачю iнак дѣлат
2_13_14.txt,+ надобно понеже время пришло
40_6_3.txt,ствую что я свое мнѣние iх величествам
37_1_9.txt,нѣт а iтит заказывают а что вы
208_30_24.txt,ежели iнова указа вскорѣ не получит
247_38_15.txt,ли прибыт iзволил
71_27_1.txt,к м что ежели непъ
41_10_2.txt,писма ваши к господину г голофкину
437_43_10.txt,в два раза а от земли в один раз пушек че
182_2_9.txt,мѣ сей губерниi] а фуражу а протчей про
335_38_30.txt,е удастъся iбо непърия
320_18_21.txt,шек i для того просим заран к в совѣту что
359_4_8.txt,е гавана
416_21_0.txt,в таком случае более тенутца въ
83_39_10.txt,капитан реiс что капитан порутчик
434_46_9.txt,флейтоф мы я о сем чтоб вам не отлучатца
164_12_4.txt,мнѣ въ элзенфорсѣ обявил іменем вашим чин полного гене
265_6_26.txt,цовом вице адмирал обявил что полу
221_10_21.txt,4
284_37_4.txt,приготовит оныя к ходу в случение к фло
359_6_1.txt,столко сколко лѣсоф нынѣ готовых есть а протчею
182_8_5.txt,я i фортецей тоже чинит i по днепъру i въсему
284_3_37.txt,а на весну добыват + в апъре же
80_35_15.txt,гахъ i оныя когъда
181_6_10.txt,торых нѣт неприятеля то нынѣ учинит а гдѣ есть
400_2_14.txt,талофъ
329_34_9.txt,[которыя нынѣ безчастием шведским связа
110_15_3.txt,правьте чтоб сюды конечно
124_20_11.txt,но дабы ежели будет приход тур
127_23_13.txt,обявит шляхетским тысячи домам купет
52_3_19.txt,ибо два iз оных сут моей собственной работы
215_38_15.txt,а когъда похочеш протиф норда часы дѣлат
301_48_13.txt,для лутчей выгоды пруским ежели iх добрая
197_18_8.txt,наш баталион будет
356_7_5.txt,шему нѣ ѣхат для ученя на год что я с пе
311_8_27.txt,дапустит держат ордер ба
460_7_2.txt,в одном мѣсте
434_41_8.txt,ниi далеко отходит не надле
442_50_14.txt,тель отдалитца от обоiх сих мѣстъ то iскат
380_9_9.txt,понеже первой год ждат воды а друго
239_35_2.txt,чего оноя учинена] поне того) iбо
1_15_0.txt,+
61_101_12.txt,претста
109_8_9.txt,пока сойдет работа а потом от
347_50_0.txt,на лыжах которыя могут вам зимою
166_4_3.txt,3
322_20_27.txt,15 пункта не пъриемлют как я претс правъда зѣло iх
350_56_34.txt,в помераниi
80_35_12.txt,нѣ сколко потребно войско
163_1_3.txt,ной синявин iзвол в том скорой
166_4_6.txt,чинит с помощию божиею как доб
328_28_19.txt,ствию мы представъляем
359_6_5.txt,здѣлат до нижних баркхоутоф а протчи деревья iзгото
58_1_4.txt,быт для турского дѣла невозможно
446_6_4.txt,землям
239_36_1.txt,поздравит к в побѣдою
143_3_3.txt,торыя отвѣтствую что я сего момен
8_21_2.txt,i з дѣтками которых уже чаю уви
46_18_15.txt,должъности яко сынам отечес
229_19_17.txt,де не учинят сего пар
259_52_35.txt,тит iскат другова
359_2_9.txt,можно чрез банкъ другое сей город i гаван без всякого
166_7_3.txt,мисарства
434_43_5.txt,2
311_8_19.txt,наперет перебратца а кавалериi
401_4_14.txt,фигуры с маштапом прислал також
343_46_41.txt,всегда iмѣя фут па
125_21_17.txt,отдат оных г репънину в смоленскѣ
334_37_11.txt,i полшу штетин взят
347_56_8.txt,ду оную дружбу далее прос
455_2_9.txt,2
460_9_8.txt,щиi престол i на нем сѣдя
319_17_12.txt,лис i зѣло слѣпо i недобро поступают адна
109_8_6.txt,на обѣ стороны мѣста гдѣ гли
415_19_12.txt,ском войскѣ мор зачнетца i о том
40_5_2.txt,мы сюды прибыли въ 29 д авъгуста
41_10_1.txt,monsieur
313_11_4.txt,онами i протчие полки
173_1_8.txt,i амуниция сколко потребна по росписи
371_12_26.txt,задержъки i не будет в тм можеш крѣ
269_12_10.txt,также потом i к фелтъ
328_28_10.txt,то не остоетца к войнѣ
40_2_4.txt,корол датской вступил в померанию i въ росто
199_12_10.txt,мѣ мяса все iз польши будет
455_1_0.txt,мы кой час услышим от александра
292_37_11.txt,дыват
37_1_7.txt,мир iбо зело удивително что
109_3_0.txt,петръ
187_3_15.txt,попортятца то лутче разбит неже починит
85_56_1.txt, на трактат учиненно въ ны 1713 в адриано
220_18_1.txt,всяка себя укърепит что непъриятел не мо
58_1_9.txt,авъгуста нашим войком в полше не
133_30_1.txt,лок к вѣсне отдѣлат i чтоб по пер
425_39_5.txt,ла пот четвертое на десят с утра конечъно
385_14_14.txt,жгите + в трех мѣ
407_1_6.txt,шекъ для отбою непъриятелей i того дѣлат
425_33_8.txt,3
466_8_18.txt,требуют какое оныя зва
70_19_10.txt,знают поставит за далностию невоз
445_9_25.txt, оставя в печерской
253_43_23.txt,крѣпости в руках i реку одръ
137_7_18.txt,i никакова дѣла без оных не дѣлат також лантъ
127_23_14.txt,скит лутчим петимстам средним пѣти
106_1_22.txt,а для того чтоб хан повѣрил  дан ему пасъ за го
143_9_0.txt,катеринушка друг мой здравъствуй
458_1_19.txt,двѣ
134_32_20.txt,гих писарей
74_24_16.txt,держено i его в не ос
268_12_8.txt,дневат i репорты пря
398_5_1.txt,[iбо о том уже давъно к вам
302_56_5.txt,сему было
284_38_2.txt,про то не свѣдал чрез мужикоф разглашая
221_10_11.txt,дующее
67_15_12.txt,старание приложит iмѣет також
278_23_11.txt,а особливо что генералной мир блис
284_3_23.txt,торое въремя надлежит
106_1_20.txt,на писмѣ ему не дано для того
361_2_15.txt,i матвѣя симонтова
85_55_2.txt,будет к померанской войнѣ того
313_10_2.txt,з генералами тѣ мѣста
230_27_3.txt,может на чистом мѣс
236_27_11.txt,чтоб iзволил поспѣшит к рекѣ
302_50_1.txt,понеже я с великим удивъ
71_29_1.txt,+
19_9_0.txt,min her +
188_4_17.txt,зу [как в прошлом году данъ текѣнъ]
415_19_27.txt,бытия не дават главъ
16_5_10.txt,в лейпъцих
230_20_0.txt,писмо ваше получил на которое отвѣт
275_25_1.txt,[как в совѣтѣ по пишете для
425_34_8.txt,тысячь на своей пълатѣ i чтоб
71_22_4.txt,та в самом нужном
275_22_9.txt,ли оныя карабли
329_34_2.txt,утеснена была от непъриятеля
88_54_20.txt,ли отправим прямо чрез смоленскъ на киефъ i придал
376_18_26.txt,кѣ присылат i i о том поговори з дру 
152_1_4.txt,ровати iзволил i единым словом
425_38_8.txt,дат указу а аларму будем
220_12_6.txt,шиас тѣм чтоб же как
416_27_9.txt,а ежели вес сей корпус
220_12_2.txt,рой о формалной атакѣ стралзун
116_12_0.txt,о удержане жалованя
37_2_9.txt,i послѣдней баталион которой был
176_2_9.txt,iли iзволте дѣлат iли каму
277_21_11.txt,онѣ возмут то б для лутчей iх ласки полными
41_11_3.txt,слышал от посла нашего при вашем величествѣ
446_5_8.txt,но iх пожитки i фамилиями кромѣ королефской
47_23_9.txt,мой нужды i учинено того ра
88_54_16.txt,i здѣлаете не так стыдно iбо вѣдают что вы я
20_10_3.txt,от чево болоты весма неудоб
340_43_15.txt,толко б мяса i сол требует
350_56_24.txt,претендует
41_19_0.txt,в посолской канцеляри надлежит
92_77_18.txt,i фистуну здѣс обявъле
428_33_15.txt,непъриятеля ежели же весма не будет
347_53_2.txt,отдыхат на кварти
47_2_20.txt,роблях что особливо в том меня удоволствуете
275_20_4.txt,то видѣф я утвердя дружбу остовил
196_3_4.txt,отпускайте ни единого человѣ
182_5_5.txt,кофор врѣзанай во оном r мушкѣтная
454_9_15.txt,цом i катаржным неволником кото
446_2_4.txt,окорта в своiх пунктах
313_14_4.txt,ранено
301_48_11.txt,буде же о пѣне рекѣ что онѣ тогда не
275_20_8.txt,поворотитца здѣс же я получил пис
101_94_11.txt,прежнее разорение будет в полше того для лут
329_35_0.txt,1
425_39_6.txt,отаковали для диверзиi адна
154_10_14.txt,мя лѣты занял так та вы евъвины
164_14_3.txt,желаем чтоб къ двадесятому числу бу
184_10_16.txt,+ чему образецъ посылается при сем
325_25_23.txt,а сие пишу для скорости чтоб сие зло предварит
466_8_11.txt,родом так i в дѣлѣ лѣ
335_38_18.txt,нея во въ флотѣ состоiт 
182_8_2.txt,i протчих i тѣх мѣстъ також по днепъру переволочну i пъротчие мѣс
380_4_1.txt,шам утомилис також крайней нуж
86_52_14.txt,мовъракардат вам говорил что онѣ знали б какую
380_4_8.txt,скому о чем уже ему указ iз лебедина
22_11_11.txt,тиры i кажухофъку собрался соф
47_28_0.txt,+
1_17_0.txt,+
460_1_3.txt,по списку хто послѣ кого написан в опъределителном
284_35_8.txt,такожде свое разсуждение оному
466_8_15.txt,всѣх всѣго чего i какое
368_5_1.txt,ѣхат ему с тремя рускими брегантина
110_13_4.txt,которыя iмѣем с чюжими областьми
368_8_4.txt,божих лѣсоф карабля на три 
115_3_1.txt,особой губерниi придаф к оной смоленскъ
284_39_0.txt,г подпол
41_15_7.txt,равъда i можешь iх величес
466_8_12.txt,государственном
302_50_8.txt,на вице адмирала получилъ
314_11_21.txt,ва перекопу другим
116_10_3.txt,народа как в том указѣ явъно iзображено
230_27_0.txt,сим мѣстом i кривицом
110_11_9.txt,но ниже отвѣту на оной указ учинили
347_52_4.txt,дни с в конечно бы
392_3_15.txt,лях велю сыскат по обычою
334_37_19.txt,годарно принели також
460_7_0.txt,4
71_21_5.txt,посполитой о чем сви
250_40_16.txt,сухим путем с великим
265_6_24.txt,i то глухо написал вiстинно в суете
251_41_14.txt,лен i хотя не может наз
431_36_14.txt,а на сакъсоф надѣетца сам знаеш i та
460_7_7.txt,6
1_19_9.txt,за пълате дай боже чтоб не зажитца скоро б
8_21_5.txt,рара х которому я пространно писал
196_9_8.txt,рактатам то онѣ весма са
8_2_13.txt,пѣт
403_1_4.txt,здѣлат шириною
284_32_1.txt,трову финеннъ лалантъ i там провѣдат
20_1_11.txt,бовали i iдут не фъсѣ а въ запас буде б оны
472_3_15.txt,го мастерства а особливо чтоб немалое
314_11_26.txt,пу гдѣ была пушечна
239_31_2.txt,кой будет убыток а особливо под нынешней
19_2_1.txt,надлежит писат бутто б для оберега
341_44_17.txt,шведам транспортъ дѣ
217_40_10.txt,ежели же от веста то с лѣвой стороны как по
41_14_3.txt,еду то что нибуд во мнѣ переменитца
358_12_16.txt,а особливо тѣ мѣста которыя учат
398_1_0.txt,знатных художествъ которыя у нас потребны
109_3_3.txt,припасы зело нужно
115_3_0.txt,понеже положено дабы ригѣ быт
368_9_8.txt,переведено будет а чрез кого о том дадим
284_36_0.txt,з понеже въ писмѣ вашем обявълено
143_1_8.txt,того что не знаем куды наши оборо
260_53_25.txt,что ежели iнгермонланской i астра
350_56_13.txt,мом готорвъским в котором а i
446_7_3.txt,потом i чрез i барон
254_44_24.txt,+ которой уже для сего
41_15_2.txt,писмо ваше мнѣ вручено на
332_35_15.txt,чно не пъропушен будет к нам
41_15_4.txt,вас такое мнѣние проiсходит
284_31_4.txt,iтит прямо к абоу
353_6_18.txt,ботен которому послѣдоват також будем i сею
118_13_14.txt,но волным наймом сей указ не толко по той дорогѣ н
332_35_18.txt,3
8_28_5.txt,ляю что въ 6 сего мѣсѣца г адмирал
92_77_19.txt,но ж] тако ж обяви королю
455_2_5.txt,напилованы i здѣс поставълены были
47_27_0.txt,+
310_6_11.txt,с которою оной iмѣет слѣдоват
380_9_8.txt,локах не поставят то два года пропали
235_26_15.txt,толко чтоб непъриятель
182_5_6.txt,стрелба iз кофора s
368_9_9.txt,впред знат
302_5_14.txt,кавалериi обѣiм крылам iтит
440_49_12.txt,чтоб случитца с алир
67_15_15.txt,в наших камисароф волю отдат iзволит iбо
322_20_13.txt,прасакоф могли назад получит неже от нас так
466_8_25.txt,ху какова ни от кого
323_21_28.txt,хотя что i пъротивъное видѣф чтоб не о
230_22_2.txt,а наiпаче для сей зело нужной
197_12_3.txt,iтить с полками к штетину
34_2_10.txt,i жаловане при пол
133_34_6.txt,петръ
85_59_1.txt,коны
466_8_24.txt,кова ниже для стра
362_4_16.txt,я починены i хотя они негодны но уже труд i убыток
337_42_9.txt,ландию для безопаснас
430_35_15.txt,каго края паки оных посылат
220_10_5.txt,тели бомбардоват i калены
328_28_17.txt,желанию вскорѣ заключит
313_13_3.txt,междо пушек стаф
230_26_6.txt,конница зберетца
350_56_32.txt,дѣйствително с на
152_2_2.txt,как я i отѣхал от вас вѣдомости не iмѣю
239_35_0.txt,величество за зло не пъримет сию отмѣ
143_2_1.txt,матка здрафъствуй
302_5_15.txt,к оной рекѣ
245_36_13.txt,а непъриятелской море очис
380_1_9.txt,потребно дабы iнгермонланской полкъ полу
407_3_4.txt,i протчим [сколко побитых ни
232_21_27.txt,винция сут нама титкою швециi
116_10_0.txt,подтвердителной указ на посланной пре
8_28_8.txt,жу генералшу поздравъляю +
19_5_1.txt,обявъляем вам что мы здес намѣрены
361_2_19.txt,i набит меж оных i стѣною глины iли iловатой земли
320_18_11.txt,съ шквадрою гдѣ наши скомповѣи две нѣдѣли
412_13_20.txt,силою турки в полшу по поме
437_43_15.txt,ва i по три i въ розныя часы то сть поутру въвечеру
284_33_1.txt,приѣхал
58_7_3.txt,кумпаниi також i въ будущую зиму
284_3_47.txt,неотмѣнно учинено бу
143_4_1.txt,с кровъли на двер i тепер лежит не
250_40_17.txt,трудом i дороговизною
410_11_23.txt,обѣ сиi крѣпости когда со въсѣм
86_52_15.txt,дорогу не х киеву но въ полшу сыскат [как вы пишете]
40_1_2.txt,писма ваши я получилъ на которыя
395_6_17.txt,оставит пойдет внутрь росиi а остевит часть
445_9_19.txt,рудит во многих мѣстах i тое
268_14_3.txt,примает
74_24_18.txt,как
239_32_0.txt,+ 1500 убито iх на мѣстѣ гдѣ неп
329_38_1.txt,4
410_11_38.txt,которыя отдалѣют от нащего главъ
302_5_10.txt,ному маршъруту i iскат ота
211_33_13.txt,деживане iли послѣдние
275_28_3.txt,перестѣлах iли в добром виду одное скампавѣю
40_9_4.txt,гожды писал i нынѣ еще посылаю також
163_1_7.txt,1712 ря
292_37_13.txt,i дождафся вѣтру пособнова а iменно сюй
203_29_2.txt,себя сие дѣло госсударственного фиска
146_12_12.txt,i сею вѣдомостию вам поздравъляем
197_12_2.txt,1
8_28_1.txt,зан зело странно iбо на степи пожа
323_21_53.txt,+
121_18_17.txt,завод суконной размножат не в одном мѣсте
55_6_15.txt,чествы желают я ко оному готоф i зело б я рад
100_90_10.txt,iз питербурха въ 14 д апъ петръ
269_12_19.txt,нин яко один от пѣхоты употреблен быт не может
302_52_8.txt,назад
425_35_6.txt,ныне в близости сут i по сконцани дѣл
359_6_0.txt,рубленых
187_3_19.txt,починит i держат понеже доброй препорциi
47_25_1.txt,господин подканслѣр
365_2_7.txt,чинит
59_13_3.txt,божиею его в сию богатую про
40_8_3.txt,тою мы получили на которое отвѣтствуем
329_38_2.txt,чтоб п с вышереченном
460_9_2.txt,самим богом праведно поступат
322_20_15.txt,тивъны нам таковы нынѣ склонны дай боже
275_29_4.txt,кругом ѣздили чтоб не i смотрѣли непъ
122_19_22.txt,[кромѣ полкоф полевой армѣi] iз укъраiнцофъ такъже
407_2_6.txt,болше то лутче] також еже
338_40_13.txt,нашу добродѣтел х к в д команда над
85_54_8.txt,чтоб такое писмо прислат что ежели я не пъроѣхал
284_3_32.txt,ту не будет чтоб зимою
317_15_13.txt,жаментъ отаковат
92_77_14.txt,войну обявят тогда нам
466_8_23.txt,ниже для взятку ка
20_17_2.txt,мы по начатиi сем сего часу отѣжаем
239_30_4.txt,поле одержал також аднако ж не
284_3_12.txt,есть [[о чѣм вѣдение [а кол
155_12_11.txt,ва дня нашего добра
446_3_2.txt,надлежит iскат милосер
221_10_14.txt,зунта не были мы принуждены
182_2_2.txt,i формалной отаки
88_54_13.txt,лат нѣчего а я уже еще въ февъралѣ сюды приѣ
19_4_3.txt,нечно пойдет за днепъръ непъриятел не iмѣя
182_6_1.txt,мемория господину адмиралу
187_3_31.txt,один ступинской которой починен управълят i гер
52_3_10.txt,судит аднакож хотя б i то въсе iзпра
193_1_23.txt,ет
434_41_2.txt,что для зближение гет
220_10_9.txt,принят я на то все позволил
298_45_16.txt,не скоро войски наши вышли а для чего то уже
338_40_19.txt,чаемо отзовут а вѣтер бу
313_13_7.txt,били которые непри
425_36_2.txt,ступълением датского флота
424_28_11.txt,3
380_5_7.txt,2
338_40_25.txt,не отходил флот пока наши отой
139_9_12.txt,+ деревъни i животы брат
59_18_8.txt,по лду достат
43_11_15.txt,оных ежели сего дат iм не iзволиш отпустит в слу
194_1_8.txt,3
34_2_11.txt,ковых дачах опъре
296_41_19.txt,рекърут человѣ уже въ зборѣ а досталных ожи
41_16_1.txt,транно писал к вам граф головъкин]
337_45_1.txt,обшему iнтересу что когда увѣдают шведы
251_41_21.txt,iх крѣпости потом разорят
265_6_19.txt,нелзя будет дойтит
338_40_16.txt,не был отозван прежде неже
169_3_12.txt,когда захочет оной помѣшат наше
253_43_44.txt,того оных от стороны
416_21_1.txt,права i усилевот посты дабы в нужном
239_36_7.txt,ся вице адмиралом
460_7_6.txt,осмотрѣт i посвидѣтелствоват
110_14_9.txt,лаго мѣсеца взял на дискрецию i сею но
446_4_0.txt,2
8_27_1.txt,обявъляю вам что мы слава богу въ 5 д сего
106_1_25.txt,ю ево все iзпол
268_19_3.txt,говорил чтоб войски наши когда отдѣ
59_18_2.txt,зия генерала репънина
275_29_0.txt,по скамповѣее i по двѣ лотки въ пушечной
302_51_9.txt,не желают оставъляю свою команду
416_25_8.txt,оных взят то отпустим к ним а сами с протчими
197_12_4.txt,i оной блаковат так чтоб у непърия
407_1_8.txt,велик как элзенфорской толко входы ево [как ми
20_12_0.txt,господин +
91_70_14.txt,в голстиндию
446_3_3.txt,дия у моего всемилос
275_22_1.txt,фрегаты петръ i павел конечно iзго
239_34_7.txt,зунту а не к штетину оную
220_19_7.txt,в паспорте будет
55_6_11.txt,iзправитца тогда мы всѣми силами о
359_4_7.txt,ца но сие послѣднее не горазда нужно как чищен
259_52_24.txt,ежели непъриятел
425_38_2.txt,обявъляю вам что мы намѣренное
347_56_1.txt,кое обнадеживане i данной е
313_10_0.txt,i положено
434_40_1.txt,протифъ вас конечно сим способом дер
176_2_5.txt,ниже десператно что чинит
82_38_10.txt,отдат князю готторвъскому
1_15_8.txt,ежели не с малыми людми поѣ
382_11_15.txt,заранее упърепит а что к тому надобно
8_27_2.txt,мѣсеца прибыли сюды здорово с тран
59_19_5.txt,сту приналежит приготовъ
313_15_3.txt,одного в другое была
284_32_4.txt,i ѣхат самому въ войско i данныя писма отдат
416_21_2.txt,случае могли г гистроу тыл своводен
176_6_3.txt,ботникус по обѣiм сторанам в шерах також ходы
143_1_5.txt,писал что по опорожнениi выѣхали
206_23_35.txt,го iли въ первых числѣхъ декабря азоф
176_2_4.txt,вѣтывал чинит азардофъ
268_18_0.txt,которых i буде упърави
272_17_22.txt,учинит i для оного транспорта до
211_33_20.txt,то солгал
365_1_6.txt,рода в ратуше когда прибудут iз смоленска
89_60_0.txt,с чего копию прилагаем
116_10_9.txt,ну а хто на такого злодѣя подлинно
422_26_12.txt,ремя непъриятел уже
416_23_6.txt,протчих полкофъ офицером i салда
400_2_11.txt,торой выдет iз за пълана е i дойдет до фи
275_23_0.txt,отвѣтстъвуюм сто
176_6_7.txt,пристанѣй болшим караблям до материка [гдѣ оныя мѣл
323_21_32.txt,надлежит но приводит к тому чтоб онѣ когда iшут
434_42_3.txt,ца не отнюд не надлежит [без
329_35_2.txt,крайней возмозности чтоб
116_14_3.txt,проѣзду а не клади денги дават для
416_20_0.txt,указ генералу князю репнину
455_2_4.txt,нечно тѣ лѣса дубовыя к сентебрю мѣсецу
41_16_6.txt,петръ
20_18_5.txt,ете с помощию божиею то
8_26_1.txt,катеринушка друг мой здравъствуй
41_12_4.txt,23 д 1711 петръ
37_1_3.txt,ская чтоб не захватавая полши
254_44_12.txt,i пърибылным iтит iли
326_26_11.txt,взочнет
250_40_15.txt,ляем а къ i то дастаем
425_36_1.txt,дѣла у нас зело было iзрядно пошло но от
356_6_3.txt,же резиденцию вам iмѣт в питербурхѣ
164_14_1.txt,ствием своім посетит і нас слуг своіх обра
196_9_6.txt,дежил шафирова что еже
388_17_18.txt,в брегадиры
1_10_1.txt,катеринушка друг мой здравъствуй
332_35_19.txt,будѣ же i за то не возмут
58_4_3.txt,сегестетом о алтиллериi говорил которой
469_13_4.txt,у тебя вѣдомы] поставит к смотру
197_18_0.txt,⊕а ежели пройдет смир
143_1_2.txt,выежею анною дай боже всѣм здоровь
449_2_17.txt,паче ж не ожидая жадного сикурса
176_1_5.txt,санием своея руки которая i ваша
197_13_6.txt,по
334_37_17.txt,в руки неприятеля нам
272_17_26.txt,талион i гварнизон элбинской
8_26_7.txt,чтоб нѣсколко бочек вина купит с новых
284_3_54.txt,пустит на учиненной срок
92_77_10.txt,нѣ сего не учинят а тур
182_8_7.txt,на удобных ли мѣстех оныя i буде не на удобных то
434_44_8.txt,кѣ поставит по мѣстам на волу
115_9_3.txt,върѣдители iнтересоф государственных
71_26_5.txt,к в п г ф м ф того ради с обшаго
92_77_28.txt,то б
188_4_16.txt,контроскарпъ дѣлат просто без разрѣ
436_42_12.txt,лежитъ но въ сих мѣстех
431_36_12.txt,кромѣ того что дамой iтит дѣлат
116_19_6.txt,iноземцом iли у руских дабы тѣм вексел
1_11_5.txt,iз берлина въ 17 д ноебря 1712 петръ
290_35_10.txt,подали i въсякое вспоможение
340_43_10.txt,голштенском дѣлѣ учинит
253_43_41.txt,також у стетина i въ
58_4_8.txt,мость iмѣем что оная останавълена
166_1_4.txt,рит без уклонности за зло при
260_53_13.txt,[как i пърежъде здѣс была] что конечно трансъ
8_26_0.txt,+
197_1_18.txt,i при възломаниi лда чрез проливу мостъ
416_27_4.txt,нынешним зимним путем
47_2_18.txt,к москъвѣ i прислано будет к вам скоро ро послѣ
170_5_14.txt,непъриятеля с помощию божиею
365_1_8.txt,было принят на тѣх мѣста коi нынѣ [а iх отпус
187_3_23.txt,поставит тож на блоки i осмотрет ежели мало погъ
268_10_3.txt,сѣно овес
1_16_8.txt,подводы
59_10_0.txt,понеже по прибытиi каролефъского в
380_8_8.txt,всего осмотрет дабы будушего
424_28_18.txt,4
425_32_5.txt,ное войско
58_6_5.txt,писмо яко полномучную на сие дѣла об
398_5_0.txt,сюды iли
169_3_13.txt,му фелтъмаршалку в наказанном
317_15_19.txt,крѣпъкой ситуациi
233_23_12.txt,не надлежит
41_13_1.txt,iсходят
199_12_32.txt,ного не отби
40_4_8.txt,вѣдомости iмѣем а iменно что рота
143_1_4.txt,ленскъ i о том я уже с семеном деншиком
49_21_13.txt,здѣлат чтоб косит за iх транжаментом
320_18_12.txt,под оным лежали чтоб пр обойтит мимо
356_6_2.txt,ния желание вашего величества е
359_1_6.txt,десят по пети парусы на них полови
59_18_6.txt,понеже всей помераниi ключъ
341_44_12.txt,войскъ своiх в шону не перево
182_3_7.txt,чинит буде же многово кошту то лутче iли
302_5_18.txt,2
380_3_1.txt,меiн фринтъ писмо от вас въ вчера
284_3_11.txt,для болных лекарства
58_3_7.txt,лан был i сие писмо обяви его величеству
223_12_10.txt,i бомбардироват стралзун
460_7_4.txt,товары которыя на откупах
47_21_6.txt,ми на фсе чево похотят кромѣ шклаф
71_21_2.txt,+ гварнизн ывел
314_11_28.txt,приятел жестоко стрелял
176_5_5.txt,учинит] i тѣм лутчюю выгоду
347_54_0.txt,фла
368_5_7.txt,починки также попытатца флейтъ
97_85_13.txt,перевесть i немедленно писат
20_1_14.txt,риятел пошел к нѣ
323_21_34.txt,с нашей стороны себѣ добра приятства к въспоможе
19_5_4.txt,також со фсѣм конным войском регулярными i нере
220_16_0.txt,рых я писал недавъно чтоб к вѣсне iх отдѣ
308_56_16.txt,числѣх февъраля iбо к ревелю
302_57_6.txt,получит обмѣною на бременмен i ферден что же
199_12_23.txt,3
106_1_13.txt,с полною мочью к фельтъмаршалу
368_1_2.txt,чтоб руских было 60 iли 70
359_4_6.txt,такъ
448_10_13.txt,рѣ гдѣ выподает река мста iли до
59_19_0.txt,войскъ в померанию чрез полшу
1_18_3.txt,славим а чаю что iныя увидят i самого хрис
59_19_4.txt,чтоб все что к вешнему дѣй
263_56_12.txt,ребно i въ нашой силѣ исполнят будем добейся
392_3_10.txt,с собою] iз ахтырок а в ахтырки мы
197_19_0.txt,iли от нас писмо будет
412_13_16.txt,надобно iбо осеню турки нуж
239_30_2.txt,гдѣ
178_2_10.txt,вручит сие дѣло дабы в сих
284_3_24.txt,к в снесся с коро съ к в
19_2_0.txt,ни оных писат будет i гетману також
166_2_9.txt,5
188_4_10.txt,въляет сло c въверху над мостом бор
176_2_1.txt,а мы даволно видѣли] тож с помошию
337_40_3.txt,ские в шонон войдут тогда
53_4_11.txt,лан указ ежели не поѣдет велено
197_10_9.txt,чтоб сею зимою с курфирстом гоновирским дого
313_17_7.txt,подлинно к прусской для того отстал от секвес
445_9_18.txt,беди [которую возможно запъ
463_4_10.txt,хто скрываетца от службы обявит в народѣ
193_1_11.txt,с подмастьрем
203_29_6.txt,въ 22 д ден авъ
359_1_0.txt,новыя петдесят тялак
467_9_13.txt,ню моего здѣ обѣщан
356_1_0.txt,sire
259_52_18.txt,неже одно дѣло i iмѣ
127_23_22.txt,тъ богъ мир тотчас будут переведены
397_9_12.txt,iз доку не выводит i дождавъся малой воды
1_17_4.txt,i то уже отменилас но три баталиона въ
268_19_7.txt,дат такавы жъ посылаютца
230_28_9.txt,с тѣм чтоб ему сюды быт я спро
404_1_24.txt,e для осушки
64_110_8.txt,полкъ [неосторожностю полковъника i поразби
248_39_10.txt,мощию божиею
460_4_2.txt,тия то позволит всякому чину торговат
40_4_6.txt,но была чтоб времени не потерят
254_44_16.txt,понеже худоба нам
377_2_20.txt,i вереях
130_26_13.txt,дѣлат помалу [дабы не потерят збо
358_12_17.txt,как дѣлат i не надлежит рѣчь от рѣчи
323_21_46.txt,уже нѣколи понеже в сих iли вскорѣ по сих чис
173_1_1.txt,cуды на каспълѣ починит i пос
110_11_5.txt,торого указу копия прилагаетца] по ко
221_10_17.txt,татца
275_24_5.txt,во i протчим там доволство ес
413_14_20.txt,которых iм допустит по та пока пос
152_5_5.txt,ской i так малодою невѣскою вам поздра
40_7_3.txt,тором iз сих мѣстъ iзволят о боурѣ получили мы вѣ
254_44_15.txt,никогда не пожелает
416_26_2.txt,мѣ транспорта того
232_21_14.txt,також на покупъныя карабли пуш
368_8_9.txt,человѣкъ есть у вас в ригѣ тѣсть
1_17_3.txt,за пива что же о ездѣ вашей со въсем полком
58_6_9.txt,петръ
128_24_15.txt,вѣкъ iли полтараста iс которых
323_21_41.txt,вѣдоя доброе серце ваше о писмѣ куракина
